Id,Property type,Property subtype,Bedroom number,Bathroom number,Habitable surface,Room number,Has basement,Has lift,Has garden,Garden surface,Toilet number,Has swimming pool,Has terrace,Terrace surface,Fireplace number,Region,Locality,Post code,Street,Number,Condition,Construction year,Facade number,Floor number,Buildable floor surface,Kitchen type,Land surface,Is furnished,Cadastral income,Price type,Price,Price additional value,Url
1650,HOUSE,HOUSE,2.0,1.0,85.0,,,0.0,1.0,150.0,1.0,0.0,1.0,10.0,,Wallonie,Huy,4500,Rue Cherave,113,GOOD,2009.0,2.0,,65.0,USA_INSTALLED,200.0,0.0,641.0,residential_sale,199000.0,,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/8890385?searchId=5f6f98957fc75
1651,HOUSE,HOUSE,4.0,2.0,166.0,,,,,,2.0,,,,,Wallonie,Gilly,6060,Place du Sart-Culpart,19,GOOD,,2.0,,0.0,INSTALLED,0.0,,550.0,residential_sale,225000.0,,https://www.immoweb.be/en/classified/house/for-sale/gilly/6060/8890896?searchId=5f6f98957fc75
1652,HOUSE,HOUSE,3.0,1.0,180.0,,1.0,,,,2.0,,1.0,30.0,,Flanders,Nieuwpoort,8620,Willem De Roolaan,41,TO_RENOVATE,1938.0,2.0,,0.0,SEMI_EQUIPPED,130.0,0.0,609.0,residential_sale,240000.0,,https://www.immoweb.be/en/classified/house/for-sale/nieuwpoort/8620/8739555?searchId=5f6f98957fc75
1653,HOUSE,MIXED_USE_BUILDING,3.0,1.0,200.0,,1.0,0.0,,,3.0,0.0,1.0,27.0,,Flanders,Ronse,9600,Wijnstraat,15,AS_NEW,1935.0,2.0,,100.0,HYPER_EQUIPPED,120.0,0.0,1787.0,residential_sale,245000.0,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/ronse/9600/8906166?searchId=5f6f98957fc75
1654,HOUSE,EXCEPTIONAL_PROPERTY,7.0,2.0,400.0,,1.0,,1.0,,4.0,,1.0,,,Wallonie,Barvaux-sur-Ourthe,6940,Rue du Ténimont,36,AS_NEW,,4.0,,0.0,INSTALLED,1633.0,,2030.0,first_session_with_reserve_price,250000.0,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/barvaux-sur-ourthe/6940/8924187?searchId=5f6f98957fc75
1655,HOUSE,VILLA,3.0,1.0,125.0,,,,1.0,,1.0,,1.0,32.0,1.0,Wallonie,Erbisoeul,7050,quartier du Bon air,62,AS_NEW,1972.0,4.0,,,INSTALLED,707.0,,622.0,residential_sale,255000.0,,https://www.immoweb.be/en/classified/villa/for-sale/erbisoeul/7050/8844907?searchId=5f6f98957fc75
1656,HOUSE,HOUSE,4.0,1.0,135.0,,,0.0,,,1.0,0.0,1.0,,,Flanders,Waregem,8790,Wortegemseweg,63,TO_BE_DONE_UP,,3.0,,0.0,INSTALLED,934.0,0.0,0.0,residential_sale,255000.0,,https://www.immoweb.be/en/classified/house/for-sale/waregem/8790/8887718?searchId=5f6f98957fc75
1657,HOUSE,BUNGALOW,2.0,1.0,131.0,,1.0,0.0,,,2.0,0.0,1.0,,,Flanders,Zottegem,9620,Provinciebaan,373,AS_NEW,1979.0,4.0,,139.0,,615.0,1.0,823.0,residential_sale,265000.0,,https://www.immoweb.be/en/classified/bungalow/for-sale/zottegem/9620/8895002?searchId=5f6f98957fc75
1658,HOUSE,HOUSE,2.0,1.0,131.0,,1.0,0.0,,,2.0,0.0,1.0,,,Flanders,Zottegem,9620,Provinciebaan,373,AS_NEW,1979.0,4.0,,139.0,,615.0,1.0,823.0,residential_sale,265000.0,,https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/8893691?searchId=5f6f98957fc75
1659,HOUSE,HOUSE,3.0,1.0,230.0,,1.0,0.0,1.0,125.0,2.0,1.0,1.0,30.0,,Wallonie,Grace-Hollogne,4460,Rue Bois Malette,93,AS_NEW,1994.0,2.0,,100.0,USA_SEMI_EQUIPPED,220.0,0.0,1217.0,residential_sale,269000.0,,https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/8952589?searchId=5f6f98957fc75
1660,HOUSE,VILLA,4.0,2.0,160.0,,1.0,0.0,1.0,977.0,2.0,0.0,1.0,,,Wallonie,Villers-le-Bouillet,4530,Rue de Jehay,1,AS_NEW,1875.0,4.0,,60.0,SEMI_EQUIPPED,1037.0,0.0,275.0,residential_sale,279000.0,,https://www.immoweb.be/en/classified/villa/for-sale/villers-le-bouillet/4530/8952595?searchId=5f6f98957fc75
1661,HOUSE,HOUSE,3.0,1.0,154.0,,1.0,,,,1.0,,1.0,28.0,,Flanders,Houthalen-Helchteren,3530,Bosstraat,25,AS_NEW,1950.0,4.0,,0.0,HYPER_EQUIPPED,680.0,,443.0,residential_sale,315000.0,,https://www.immoweb.be/en/classified/house/for-sale/houthalen-helchteren/3530/8956775?searchId=5f6f98957fc75
1662,HOUSE,HOUSE,3.0,1.0,144.0,,,,,,2.0,,,,,Flanders,Beveren-Waas,9120,Haasdonkbaan,41b,AS_NEW,2020.0,2.0,,0.0,HYPER_EQUIPPED,235.0,,0.0,residential_sale,355800.0,,https://www.immoweb.be/en/classified/house/for-sale/beveren-waas/9120/8628685?searchId=5f6f98957fc75
1663,HOUSE,HOUSE,5.0,2.0,222.0,,1.0,0.0,1.0,102.0,3.0,0.0,1.0,32.0,,Flanders,Mechelen,2800,Hombeeksesteenweg,162,,1936.0,2.0,,100.0,HYPER_EQUIPPED,202.0,,820.0,residential_sale,365000.0,,https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/8894063?searchId=5f6f98957fc75
1664,HOUSE,HOUSE,4.0,2.0,258.0,,1.0,0.0,1.0,210.0,3.0,0.0,1.0,25.0,,Brussels,Bruxelles,1020,Rue des Horticulteurs,79,TO_BE_DONE_UP,1935.0,2.0,,0.0,HYPER_EQUIPPED,397.0,,1621.0,residential_sale,375000.0,,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1020/8919078?searchId=5f6f98957fc75
1665,HOUSE,HOUSE,2.0,,116.0,,,0.0,1.0,1.0,3.0,0.0,1.0,,,Flanders,Zedelgem,8210,Esdoornlaan,17,TO_BE_DONE_UP,,,,0.0,INSTALLED,692.0,0.0,924.0,residential_sale,385000.0,,https://www.immoweb.be/en/classified/house/for-sale/zedelgem/8210/8943589?searchId=5f6f98957fc75
1666,HOUSE,HOUSE,1.0,1.0,70.0,,,0.0,1.0,250.0,1.0,0.0,1.0,8.0,,Brussels,Uccle,1180,Avenue Dolez,494,,1900.0,3.0,,0.0,NOT_INSTALLED,405.0,0.0,381.0,residential_sale,399000.0,,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8956697?searchId=5f6f98957fc75
1667,HOUSE,VILLA,4.0,2.0,200.0,,1.0,,1.0,2200.0,2.0,0.0,1.0,60.0,,Wallonie,Hannut Bertrée,4280,Du Pont,8,AS_NEW,2000.0,4.0,,292.0,INSTALLED,2402.0,0.0,1179.0,residential_sale,400000.0,,https://www.immoweb.be/en/classified/villa/for-sale/hannut-bertree/4280/8938497?searchId=5f6f98957fc75
1668,HOUSE,APARTMENT_BLOCK,5.0,2.0,166.0,,,0.0,1.0,100.0,2.0,0.0,1.0,80.0,,Brussels,Uccle,1180,Rue de Calevoet,87,GOOD,1993.0,2.0,,55.0,USA_INSTALLED,154.0,0.0,1918.0,residential_sale,495000.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/uccle/1180/8932335?searchId=5f6f98957fc75
1669,HOUSE,HOUSE,1.0,1.0,160.0,,1.0,,,,1.0,,1.0,25.0,,Flanders,Overijse,3090,,,AS_NEW,1874.0,4.0,,0.0,HYPER_EQUIPPED,1050.0,,388.0,residential_sale,533000.0,,https://www.immoweb.be/en/classified/house/for-sale/overijse/3090/8891714?searchId=5f6f98957fc75
1670,HOUSE,HOUSE,4.0,1.0,220.0,,1.0,,,,2.0,,1.0,34.0,,Flanders,RHODE-SAINT-GENÈSE,1640,,,GOOD,,3.0,,0.0,INSTALLED,320.0,,897.0,residential_sale,550000.0,,https://www.immoweb.be/en/classified/house/for-sale/rhode-saint-genese/1640/8866255?searchId=5f6f98957fc75
1671,HOUSE,EXCEPTIONAL_PROPERTY,6.0,2.0,430.0,,1.0,0.0,1.0,2437.0,1.0,0.0,1.0,,,Wallonie,Huy,4500,Camp de Corroy,87,AS_NEW,1996.0,4.0,,295.0,HYPER_EQUIPPED,2733.0,0.0,2049.0,residential_sale,555000.0,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/huy/4500/8951350?searchId=5f6f98957fc75
1672,HOUSE,VILLA,4.0,1.0,250.0,,,0.0,,,3.0,1.0,,,,Wallonie,Ramillies,1367,Rue Louis Toussaint,24,AS_NEW,2005.0,4.0,,105.0,USA_HYPER_EQUIPPED,1232.0,0.0,1446.0,residential_sale,575000.0,,https://www.immoweb.be/en/classified/villa/for-sale/ramillies/1367/8948315?searchId=5f6f98957fc75
1673,HOUSE,VILLA,5.0,1.0,189.0,,,0.0,1.0,,2.0,0.0,1.0,,1.0,Flanders,Duinbergen,8301,Knokkestraat,367,GOOD,1988.0,4.0,,0.0,INSTALLED,678.0,,1351.0,residential_sale,595000.0,,https://www.immoweb.be/en/classified/villa/for-sale/duinbergen/8301/8484384?searchId=5f6f98957fc75
1674,HOUSE,APARTMENT_BLOCK,7.0,2.0,178.0,,1.0,,1.0,10.0,2.0,,1.0,10.0,,Flanders,Gent,9000,Raveschootstraat,7,GOOD,1918.0,2.0,,0.0,INSTALLED,76.0,1.0,478.0,residential_sale,600000.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/gent/9000/8926934?searchId=5f6f98957fc75
1675,HOUSE,HOUSE,4.0,2.0,195.0,,1.0,,1.0,60.0,3.0,,1.0,15.0,,Brussels,Uccle,1180,Avenue de l'Aulne,79,AS_NEW,1952.0,2.0,,0.0,INSTALLED,163.0,,0.0,residential_sale,670000.0,,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8815546?searchId=5f6f98957fc75
1676,HOUSE,MANSION,5.0,2.0,243.0,,,0.0,1.0,30.0,3.0,0.0,1.0,35.0,2.0,Flanders,Brugge,8000,Collaert Mansionstraat,10,AS_NEW,1900.0,2.0,,100.0,HYPER_EQUIPPED,114.0,0.0,795.0,residential_sale,679000.0,,https://www.immoweb.be/en/classified/mansion/for-sale/brugge/8000/8896737?searchId=5f6f98957fc75
1677,HOUSE,VILLA,5.0,4.0,300.0,,1.0,0.0,1.0,,2.0,,1.0,50.0,1.0,Wallonie,Ottignies,1340,,,GOOD,1973.0,4.0,,0.0,INSTALLED,2519.0,,2808.0,residential_sale,750000.0,,https://www.immoweb.be/en/classified/villa/for-sale/ottignies/1340/8910632?searchId=5f6f98957fc75
1678,HOUSE,HOUSE,6.0,3.0,225.0,,1.0,0.0,1.0,40.0,3.0,0.0,1.0,10.0,,Brussels,Woluwe-Saint-Pierre,1150,Avenue van der Meerschen,10,AS_NEW,1950.0,2.0,,75.0,USA_HYPER_EQUIPPED,180.0,0.0,2781.0,residential_sale,885000.0,,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/8945585?searchId=5f6f98957fc75
1679,HOUSE,MANSION,6.0,2.0,415.0,,1.0,0.0,1.0,50.0,3.0,0.0,1.0,65.0,,Brussels,Woluwe-Saint-Lambert,1200,Avenue Albertyn,70,GOOD,1915.0,2.0,,450.0,INSTALLED,140.0,,2602.0,residential_sale,895000.0,,https://www.immoweb.be/en/classified/mansion/for-sale/woluwe-saint-lambert/1200/8956795?searchId=5f6f98957fc75
1680,HOUSE,VILLA,5.0,2.0,272.0,,1.0,,,,3.0,,,,2.0,Flanders,Boutersem,3370,Droge Vijvers,8,AS_NEW,1995.0,4.0,,,INSTALLED,2038.0,0.0,,residential_sale,895000.0,,https://www.immoweb.be/en/classified/villa/for-sale/boutersem/3370/8814019?searchId=5f6f989d6a3eb
1681,HOUSE,MANSION,5.0,4.0,450.0,,,,1.0,150.0,6.0,0.0,1.0,20.0,,Brussels,Ixelles,1050,Avenue de l'Université,94,AS_NEW,1950.0,2.0,,550.0,HYPER_EQUIPPED,325.0,0.0,0.0,residential_sale,1350000.0,,https://www.immoweb.be/en/classified/mansion/for-sale/ixelles/1050/8904911?searchId=5f6f989d6a3eb
1682,HOUSE,MIXED_USE_BUILDING,7.0,5.0,520.0,,1.0,,,,6.0,,1.0,30.0,,Brussels,Brussel,1000,,,AS_NEW,1890.0,3.0,,0.0,HYPER_EQUIPPED,202.0,,0.0,residential_sale,1500000.0,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/brussel/1000/8915754?searchId=5f6f989d6a3eb
1683,HOUSE,VILLA,6.0,1.0,400.0,,1.0,1.0,,,,,1.0,50.0,,Brussels,WOLUWE-SAINT-PIERRE,1150,,,AS_NEW,2019.0,,,0.0,HYPER_EQUIPPED,400.0,,0.0,residential_sale,2450000.0,,https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-pierre/1150/8947288?searchId=5f6f989d6a3eb
1684,HOUSE,VILLA,6.0,5.0,500.0,,1.0,0.0,,,,1.0,1.0,,,Flanders,RHODE-SAINT-GENESE,1640,,,AS_NEW,2005.0,,,0.0,HYPER_EQUIPPED,2573.0,,0.0,residential_sale,3250000.0,,https://www.immoweb.be/en/classified/villa/for-sale/rhode-saint-genese/1640/8907245?searchId=5f6f989d6a3eb
1685,HOUSE,HOUSE,4.0,1.0,159.0,,1.0,,1.0,,,,,,,Wallonie,Habay-la-Vieille,6723,Rue de Rimbiery,26,TO_BE_DONE_UP,,4.0,,0.0,NOT_INSTALLED,1788.0,,701.0,residential_sale,320000.0,,https://www.immoweb.be/en/classified/house/for-sale/habay-la-vieille/6723/8847967?searchId=5f6f989d6a3eb
1686,HOUSE,HOUSE,2.0,1.0,100.0,,,0.0,,,,,,,,Brussels,Uccle,1180,Rue du Château d'Eau,59,GOOD,,2.0,,0.0,HYPER_EQUIPPED,50.0,0.0,0.0,residential_sale,398000.0,,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/8912011?searchId=5f6f989d6a3eb
1687,HOUSE,APARTMENT_BLOCK,4.0,4.0,160.0,,1.0,0.0,,,,,,,,Brussels,Ixelles,1050,Rue Maes,19,TO_RENOVATE,,2.0,,50.0,,60.0,0.0,808.0,residential_sale,490000.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/ixelles/1050/8912012?searchId=5f6f989d6a3eb
1688,HOUSE,HOUSE,3.0,1.0,140.0,,,,,,1.0,,1.0,10.0,,Flanders,Machelen,1830,Oudstrijdersstraat,37,TO_RENOVATE,,2.0,,0.0,SEMI_EQUIPPED,150.0,,552.0,residential_sale,275000.0,,https://www.immoweb.be/en/classified/house/for-sale/machelen/1830/8901592?searchId=5f6f989d6a3eb
1689,HOUSE,HOUSE,5.0,2.0,317.0,,1.0,,1.0,217.0,3.0,,1.0,35.0,1.0,Wallonie,Nivelles,1400,,,,1860.0,2.0,,0.0,HYPER_EQUIPPED,579.0,,1405.0,residential_sale,298000.0,,https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/8868076?searchId=5f6f989d6a3eb
1690,HOUSE,EXCEPTIONAL_PROPERTY,3.0,2.0,295.0,,1.0,0.0,,,5.0,0.0,1.0,,,Brussels,Schaerbeek,1030,,,AS_NEW,1927.0,3.0,,410.0,USA_HYPER_EQUIPPED,954.0,0.0,0.0,residential_sale,920000.0,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/schaerbeek/1030/8743448?searchId=5f6f989d6a3eb
1691,HOUSE,HOUSE,3.0,1.0,150.0,,,,,,,,1.0,,,Flanders,Wielsbeke,8710,De Maurissenstraat,17,,2019.0,2.0,,0.0,NOT_INSTALLED,229.0,,0.0,residential_sale,277890.0,,https://www.immoweb.be/en/classified/house/for-sale/wielsbeke/8710/8911594?searchId=5f6f989d6a3eb
1692,HOUSE,HOUSE,3.0,,156.0,,1.0,0.0,,,1.0,0.0,,,,Flanders,Blankenberge,8370,De Limburg Stirumstraat,10,GOOD,,,,0.0,INSTALLED,78.0,0.0,743.0,residential_sale,285000.0,,https://www.immoweb.be/en/classified/house/for-sale/blankenberge/8370/8916197?searchId=5f6f989d6a3eb
1693,HOUSE,HOUSE,3.0,,216.0,,,,,,,,,,,Flanders,Zonhoven,3520,Smeirskensbeemd,6,AS_NEW,2018.0,3.0,,,USA_UNINSTALLED,372.0,,,residential_sale,287000.0,,https://www.immoweb.be/en/classified/house/for-sale/zonhoven/3520/8790142?searchId=5f6f989d6a3eb
1694,HOUSE,HOUSE,3.0,,150.0,,,0.0,1.0,,1.0,0.0,1.0,,,Flanders,Heverlee,3001,Geldenaaksebaan,55,GOOD,,,,0.0,INSTALLED,450.0,0.0,508.0,residential_sale,295000.0,,https://www.immoweb.be/en/classified/house/for-sale/heverlee/3001/8897044?searchId=5f6f989d6a3eb
1695,HOUSE,VILLA,3.0,1.0,250.0,,1.0,0.0,1.0,1000.0,2.0,0.0,1.0,12.0,,Wallonie,Huy,4500,Rue Jean Francois,1,AS_NEW,2010.0,4.0,,0.0,,1286.0,0.0,9.0,residential_sale,295000.0,,https://www.immoweb.be/en/classified/villa/for-sale/huy/4500/8207719?searchId=5f6f989d6a3eb
1696,HOUSE,HOUSE,3.0,,160.0,,,,,,,,1.0,,1.0,Flanders,Pittem,8740,Kouterstraat,11,,1993.0,3.0,,0.0,,368.0,,609.0,residential_sale,309000.0,,https://www.immoweb.be/en/classified/house/for-sale/pittem/8740/8921747?searchId=5f6f989d6a3eb
1697,HOUSE,HOUSE,3.0,1.0,175.0,,,,,,2.0,,1.0,,,Flanders,SLEIDINGE,9940,Wurmstraat,13,,2019.0,3.0,,0.0,SEMI_EQUIPPED,286.0,,0.0,residential_sale,355000.0,,https://www.immoweb.be/en/classified/house/for-sale/sleidinge/9940/8904257?searchId=5f6f989d6a3eb
1698,HOUSE,HOUSE,2.0,1.0,95.0,,1.0,,,,1.0,,,,,Wallonie,Courcelles,6180,Rue Paul Hulin,37,GOOD,,3.0,,0.0,SEMI_EQUIPPED,0.0,,312.0,residential_sale,110000.0,,https://www.immoweb.be/en/classified/house/for-sale/courcelles/6180/8936590?searchId=5f6f989d6a3eb
1699,HOUSE,HOUSE,4.0,2.0,160.0,,1.0,,,,2.0,,,,,Brussels,Anderlecht,1070,,,AS_NEW,,2.0,,0.0,INSTALLED,90.0,,0.0,residential_sale,369000.0,,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/8898703?searchId=5f6f989d6a3eb
1700,HOUSE,HOUSE,3.0,1.0,150.0,,1.0,,1.0,387.0,2.0,,1.0,111.0,,Flanders,Boortmeerbeek,3190,Leuvensesteenweg,322,JUST_RENOVATED,1935.0,3.0,,,INSTALLED,734.0,,,residential_sale,370000.0,,https://www.immoweb.be/en/classified/house/for-sale/boortmeerbeek/3190/8920700?searchId=5f6f989d6a3eb
1701,HOUSE,HOUSE,4.0,2.0,205.0,,1.0,,,,2.0,,1.0,25.0,,Flanders,Aalst,9300,Leo de Béthunelaan,57,GOOD,,2.0,,0.0,HYPER_EQUIPPED,141.0,,0.0,residential_sale,389000.0,,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/8938996?searchId=5f6f989d6a3eb
1702,HOUSE,VILLA,4.0,2.0,258.0,,,,1.0,,4.0,,1.0,62.0,2.0,Wallonie,Waterloo,1410,,,GOOD,2002.0,4.0,,0.0,USA_HYPER_EQUIPPED,963.0,0.0,0.0,residential_sale,845000.0,,https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/8921314?searchId=5f6f989d6a3eb
1703,HOUSE,VILLA,6.0,4.0,600.0,,1.0,0.0,1.0,2200.0,3.0,1.0,1.0,50.0,,Wallonie,Chaudfontaine Embourg,4053,,,JUST_RENOVATED,1930.0,4.0,,700.0,USA_HYPER_EQUIPPED,3900.0,,3900.0,residential_sale,1395000.0,,https://www.immoweb.be/en/classified/villa/for-sale/chaudfontaine-embourg/4053/8898004?searchId=5f6f989d6a3eb
1704,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Flanders,Vichte,8570,,,,,,,0.0,,,0.0,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/vichte/8570/8935442?searchId=5f6f989d6a3eb
1705,HOUSE,HOUSE,3.0,,175.0,,,0.0,,,1.0,0.0,1.0,,,Flanders,Balegem,9860,Broek,9,GOOD,,,,0.0,HYPER_EQUIPPED,390.0,0.0,0.0,residential_sale,319000.0,,https://www.immoweb.be/en/classified/house/for-sale/balegem/9860/8930950?searchId=5f6f989d6a3eb
1706,HOUSE,HOUSE,3.0,,124.0,,,0.0,1.0,100.0,1.0,0.0,1.0,20.0,,Flanders,Brugge,8000,Julius En Maurits Sabbestraat,27,AS_NEW,,,,0.0,INSTALLED,210.0,0.0,0.0,residential_sale,429000.0,,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/8855929?searchId=5f6f989d6a3eb
1707,HOUSE,VILLA,6.0,2.0,378.0,,,,1.0,,3.0,,1.0,,,Flanders,Boutersem,3370,Doornstraat,9,AS_NEW,2020.0,4.0,,0.0,HYPER_EQUIPPED,1650.0,0.0,46.0,residential_sale,795000.0,,https://www.immoweb.be/en/classified/villa/for-sale/boutersem/3370/8921394?searchId=5f6f989d6a3eb
1708,HOUSE,HOUSE,4.0,1.0,95.0,,1.0,,,,1.0,,,,,Wallonie,Braine-le-Comte,7090,Rue de la verrerie,27,TO_BE_DONE_UP,1925.0,3.0,,,INSTALLED,60.0,,485.0,residential_sale,155000.0,,https://www.immoweb.be/en/classified/house/for-sale/braine-le-comte/7090/8900800?searchId=5f6f989d6a3eb
1709,HOUSE,HOUSE,4.0,1.0,140.0,,1.0,0.0,,,1.0,0.0,1.0,,,Wallonie,Grez-Doiceau,1390,,,TO_RENOVATE,,4.0,,0.0,NOT_INSTALLED,1000.0,0.0,0.0,residential_sale,299000.0,,https://www.immoweb.be/en/classified/house/for-sale/grez-doiceau/1390/8877491?searchId=5f6f989d6a3eb
1710,HOUSE,HOUSE,3.0,1.0,146.0,,,,1.0,156.0,1.0,,,,,Flanders,Gent,9000,Lisbloemstraat,14,JUST_RENOVATED,1964.0,2.0,,,INSTALLED,229.0,,674.0,residential_sale,369000.0,,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/8947602?searchId=5f6f98a29f08f
1711,HOUSE,HOUSE,3.0,1.0,205.0,,1.0,,1.0,55.0,1.0,,1.0,15.0,1.0,Flanders,Berchem,2600,Callensstraat,28,JUST_RENOVATED,1930.0,2.0,,,HYPER_EQUIPPED,130.0,0.0,577.0,residential_sale,495000.0,,https://www.immoweb.be/en/classified/house/for-sale/berchem/2600/8944065?searchId=5f6f98a29f08f
1712,HOUSE,VILLA,4.0,2.0,210.0,,1.0,0.0,,,2.0,1.0,1.0,,,Flanders,Beersel Alsemberg,1652,,,AS_NEW,1985.0,4.0,,200.0,USA_HYPER_EQUIPPED,2250.0,0.0,0.0,residential_sale,945000.0,,https://www.immoweb.be/en/classified/villa/for-sale/beersel-alsemberg/1652/8950540?searchId=5f6f98a29f08f
1713,HOUSE,MANSION,5.0,2.0,,,,0.0,,,,0.0,1.0,,,Brussels,Ixelles,1050,,,AS_NEW,1937.0,2.0,,0.0,HYPER_EQUIPPED,280.0,0.0,0.0,residential_sale,1500000.0,,https://www.immoweb.be/en/classified/mansion/for-sale/ixelles/1050/8741958?searchId=5f6f98a29f08f
1714,HOUSE,HOUSE,4.0,1.0,524.0,,,0.0,,,,1.0,,,1.0,Wallonie,Ittre,1460,,,TO_BE_DONE_UP,1960.0,4.0,,0.0,,18295.0,0.0,4849.0,residential_sale,2100000.0,,https://www.immoweb.be/en/classified/house/for-sale/ittre/1460/8831152?searchId=5f6f98a29f08f
1715,HOUSE,HOUSE,3.0,1.0,236.0,,1.0,,1.0,,2.0,,1.0,,,Wallonie,PIÉTRAIN,1370,,,GOOD,1987.0,4.0,,0.0,INSTALLED,2090.0,,996.0,annuity_monthly_amount,40000.0,1400.0,https://www.immoweb.be/en/classified/house/for-sale/pietrain/1370/8955650?searchId=5f6f98a29f08f
1716,HOUSE,HOUSE,3.0,2.0,151.0,,1.0,,,,2.0,,1.0,40.0,,Wallonie,Boussu,7300,Rue Achille Delattre,55,GOOD,,2.0,,77.0,HYPER_EQUIPPED,330.0,0.0,523.0,residential_sale,175000.0,,https://www.immoweb.be/en/classified/house/for-sale/boussu/7300/8950446?searchId=5f6f98a29f08f
1717,HOUSE,HOUSE,3.0,1.0,127.0,,1.0,,,,1.0,,,,,Wallonie,Marenne,6990,Rue de Lignières,2,GOOD,1963.0,4.0,,0.0,NOT_INSTALLED,1665.0,,473.0,first_session_with_reserve_price,180000.0,,https://www.immoweb.be/en/classified/house/for-sale/marenne/6990/8921585?searchId=5f6f98a29f08f
1718,HOUSE,HOUSE,2.0,1.0,143.0,,1.0,,1.0,58.0,2.0,,,,,Flanders,Tienen,3300,Groenstraat,35,AS_NEW,1957.0,2.0,,,,121.0,,627.0,residential_sale,199000.0,,https://www.immoweb.be/en/classified/house/for-sale/tienen/3300/8946336?searchId=5f6f98a29f08f
1719,HOUSE,HOUSE,4.0,1.0,120.0,,1.0,,1.0,30.0,2.0,,,,1.0,Wallonie,Herstal,4040,Rue Marexhe,11,GOOD,,2.0,,,INSTALLED,120.0,,547.0,residential_sale,215000.0,,https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/8920547?searchId=5f6f98a29f08f
1720,HOUSE,MANSION,4.0,2.0,224.0,,1.0,,1.0,360.0,3.0,,1.0,12.0,,Wallonie,Couvin,5660,rue du Bercet,11,,1890.0,4.0,,,INSTALLED,360.0,,1218.0,residential_sale,258000.0,,https://www.immoweb.be/en/classified/mansion/for-sale/couvin/5660/8956069?searchId=5f6f98a29f08f
1721,HOUSE,HOUSE,3.0,1.0,140.0,,1.0,,1.0,650.0,2.0,,,,,Wallonie,Awans,4340,Rue de Xhendremael,Lot 4,,,3.0,,0.0,NOT_INSTALLED,869.0,,3.0,residential_sale,269000.0,,https://www.immoweb.be/en/classified/house/for-sale/awans/4340/8896519?searchId=5f6f98a29f08f
1722,HOUSE,HOUSE,3.0,1.0,140.0,,1.0,,1.0,450.0,2.0,,,,,Wallonie,Awans,4340,Rue de Xhendremael,Lot 1,,,3.0,,0.0,NOT_INSTALLED,680.0,,3.0,residential_sale,269000.0,,https://www.immoweb.be/en/classified/house/for-sale/awans/4340/8896516?searchId=5f6f98a29f08f
1723,HOUSE,HOUSE,4.0,1.0,200.0,,1.0,,1.0,,1.0,,1.0,,1.0,Flanders,Aarschot,3200,Gijmelsesteenweg,30,TO_RENOVATE,1956.0,3.0,,,NOT_INSTALLED,964.0,,,residential_sale,285000.0,,https://www.immoweb.be/en/classified/house/for-sale/aarschot/3200/8823557?searchId=5f6f98a29f08f
1724,HOUSE,HOUSE,3.0,1.0,112.0,,1.0,,1.0,1300.0,1.0,,1.0,10.0,,Flanders,Zoutleeuw,3440,Tiensestraat,50,,1973.0,4.0,,,INSTALLED,1483.0,,937.0,residential_sale,310000.0,,https://www.immoweb.be/en/classified/house/for-sale/zoutleeuw/3440/8801542?searchId=5f6f98a29f08f
1725,HOUSE,HOUSE,3.0,1.0,167.0,,,,1.0,,2.0,,1.0,30.0,,Flanders,Stabroek,2940,Grote Molenweg,176,AS_NEW,2008.0,2.0,,,,208.0,,737.0,residential_sale,349000.0,,https://www.immoweb.be/en/classified/house/for-sale/stabroek/2940/8938717?searchId=5f6f98a29f08f
